name	Sample	OTU	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
AAnew_TSS	200	100	abundant	1	0.8833	0.014568196	0.005	0.05	0.001	0.01	0.001666667	0.016666667	0.018666667	0.016096107	0.981333333	0.016096107	0.785	0.409822578
AAnew_TSS	200	100	abundant	2	0.9242	0.022164673	0.747573593	0.236613275	0.384	0.170986443	0.48698686	0.183479234	0.015777778	0.015727763	0.984222222	0.015727763	0.242426407	0.22557337
AAnew_TSS	200	100	abundant	5	0.9669	0.035181923	0.807973393	0.176591522	0.978	0.05041244	0.872429556	0.116979485	0.034333333	0.039453019	0.965666667	0.039453019	0.192026607	0.176591522
AAnew_TSS	200	100	abundant	10	0.9854	0.025243061	0.90454677	0.144843336	0.999	0.01	0.942489397	0.091255701	0.016111111	0.028090274	0.983888889	0.028090274	0.09545323	0.144843336
AAnew_TSS	200	200	abundant	1	0.87825	0.016397447	0.008686869	0.054201434	0.002	0.009847319	0.003013138	0.014972128	0.024388889	0.018296566	0.975611111	0.018296566	0.911313131	0.27545833
AAnew_TSS	200	200	abundant	2	0.91345	0.014952703	0.666510766	0.188911138	0.2895	0.131865979	0.387682218	0.142181505	0.017222222	0.01284215	0.982777778	0.01284215	0.333489234	0.188911138
AAnew_TSS	200	200	abundant	5	0.9764	0.019254804	0.870505331	0.125949081	0.93	0.066666667	0.89264875	0.076875599	0.018444444	0.021068242	0.981555556	0.021068242	0.129494669	0.125949081
AAnew_TSS	200	200	abundant	10	0.99365	0.011760553	0.953737853	0.082059391	0.9945	0.017254775	0.971654478	0.048759596	0.006444444	0.012895931	0.993555556	0.012895931	0.046262147	0.082059391
AAnew_TSS	200	300	abundant	1	0.8737	0.016909975	0.04898779	0.118628096	0.013666667	0.024202197	0.019407133	0.032307691	0.030740741	0.019580475	0.969259259	0.019580475	0.94101221	0.151930816
AAnew_TSS	200	300	abundant	2	0.911333333	0.015234788	0.644157928	0.172900618	0.279666667	0.094624902	0.382348418	0.114185797	0.018481481	0.01209046	0.981518519	0.01209046	0.355842072	0.172900618
AAnew_TSS	200	300	abundant	5	0.974066667	0.020447189	0.867962242	0.124806572	0.904	0.067383353	0.879806474	0.081235689	0.018148148	0.021256612	0.981851852	0.021256612	0.132037758	0.124806572
