name	Sample	OTU	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
AAnew_TSS	500	100	abundant	1	0.8948	0.007847022	0	0	0	0	0	0	0.005777778	0.008718914	0.994222222	0.008718914	0.38	0.487831731
AAnew_TSS	500	100	abundant	2	0.9258	0.021657574	0.795607143	0.252679443	0.339	0.187968942	0.454202583	0.201535377	0.009	0.011132975	0.991	0.011132975	0.184392857	0.226934214
AAnew_TSS	500	100	abundant	5	0.9743	0.034648451	0.850362326	0.184765732	0.986	0.037658755	0.901988496	0.122679523	0.027	0.037414074	0.973	0.037414074	0.149637674	0.184765732
AAnew_TSS	500	100	abundant	10	0.9882	0.024345161	0.924445303	0.14043008	1	0	0.954345162	0.088664208	0.013111111	0.027050179	0.986888889	0.027050179	0.075554697	0.14043008
AAnew_TSS	500	200	abundant	1	0.88965	0.010807195	0.005	0.035176324	0.001	0.007035265	0.001666667	0.011725441	0.011611111	0.012029783	0.988388889	0.012029783	0.715	0.449494666
AAnew_TSS	500	200	abundant	2	0.9216	0.014175666	0.814155372	0.207163009	0.2735	0.126422212	0.397565745	0.155220052	0.006388889	0.00662421	0.993611111	0.00662421	0.175844628	0.190968398
AAnew_TSS	500	200	abundant	5	0.977	0.021742292	0.862791285	0.139635916	0.955	0.05198096	0.899825618	0.086760914	0.020555556	0.023457528	0.979444444	0.023457528	0.137208715	0.139635916
AAnew_TSS	500	200	abundant	10	0.9947	0.012964988	0.961871184	0.086474635	0.998	0.009847319	0.977320432	0.051555268	0.005666667	0.014409004	0.994333333	0.014409004	0.038128816	0.086474635
AAnew_TSS	500	300	abundant	1	0.885033333	0.010715115	0.041428571	0.093862216	0.009333333	0.017777778	0.01476946	0.028461399	0.017666667	0.012411218	0.982333333	0.012411218	0.848571429	0.313835395
AAnew_TSS	500	300	abundant	2	0.9171	0.010190718	0.82403194	0.161621996	0.213333333	0.095698742	0.330289591	0.128662315	0.004703704	0.003969337	0.995296296	0.003969337	0.16596806	0.139551279
AAnew_TSS	500	300	abundant	5	0.984266667	0.01577109	0.924521462	0.106271913	0.933666667	0.055554545	0.925450747	0.068294856	0.010111111	0.015516983	0.989888889	0.015516983	0.075478538	0.106271913
AAnew_TSS	500	300	abundant	10	0.996	0.012633129	0.975506357	0.079967877	0.995	0.013710982	0.983195643	0.049145847	0.003888889	0.013921585	0.996111111	0.013921585	0.024493643	0.079967877
AAnew_TSS	500	400	abundant	1	0.88745	0.010498797	0.034076479	0.123019747	0.00475	0.013621414	0.008041292	0.023039355	0.014472222	0.011633986	0.985527778	0.011633986	0.885923521	0.289775746
AAnew_TSS	500	400	abundant	2	0.91705	0.010002399	0.798348657	0.145851663	0.22925	0.087476909	0.349153365	0.110487931	0.006527778	0.005198621	0.993472222	0.005198621	0.201651343	0.145851663
AAnew_TSS	500	400	abundant	5	0.98915	0.010596002	0.952847438	0.075513761	0.94675	0.04531804	0.947346249	0.046055717	0.006138889	0.011314738	0.993861111	0.011314738	0.047152562	0.075513761
AAnew_TSS	500	400	abundant	10	0.997525	0.005822447	0.982251598	0.046294679	0.996	0.011078234	0.988429426	0.025832797	0.002305556	0.006464082	0.997694444	0.006464082	0.017748402	0.046294679
AAnew_TSS	500	500	abundant	1	0.88872	0.010124558	0.015098596	0.042624786	0.003	0.008226589	0.00487491	0.01325657	0.012866667	0.011528826	0.987133333	0.011528826	0.904901404	0.271514511
