name	Sample	OTU	type	effect	mean_Accuracy	sd_Accuracy	mean_Precision	sd_Precision	mean_TPR	sd_TPR	mean_F1_score	sd_F1_score	mean_FPR	sd_FPR	mean_Specificity	sd_Specificity	mean_FDR	sd_FDR
ALDEx2_wi	50	100	mix	1	0.988978022	0.000289592	0.005	0.070710678	5.00E-04	0.007071068	0.000909091	0.012856487	3.89E-05	0.000281301	0.999961111	0.000281301	0.025	0.156516732
Corncob	50	100	mix	1	0.988917582	0.000464496	0.01	0.099748427	0.001	0.009974843	0.001818182	0.018136078	0.000105556	0.000453803	0.999894444	0.000453803	0.065	0.247144496
DACOMP	50	100	mix	1	0.988989011	0.000219227	0	0	0	0	0	0	2.22E-05	0.000221663	0.999977778	0.000221663	0.01	0.099748427
DESeq2	50	100	mix	1	0.986697802	0.003180337	0.045992489	0.124916192	0.023	0.0639645	0.026672087	0.063747485	0.002594444	0.003526468	0.997405556	0.003526468	0.564007511	0.467595037
fastANCOM	50	100	mix	1	0.989	0.000190495	0.005	0.070710678	5.00E-04	0.007071068	0.000909091	0.012856487	1.67E-05	0.000175329	0.999983333	0.000175329	0.01	0.099748427
LEfSe	50	100	mix	1	0.988966136	0.000268869	0.005102041	0.071428571	0.000510204	0.007142857	0.000927644	0.012987013	5.10E-05	0.000258894	0.99994898	0.000258894	0.040816327	0.19837118
limma_voom	50	100	mix	1	0.988923077	0.000445593	0.000833333	0.011785113	5.00E-04	0.007071068	0.000625	0.008838835	9.44E-05	0.000507741	0.999905556	0.000507741	0.049166667	0.215142494
LinDA	50	100	mix	1	0.988730769	0.001096123	0.009375	0.081152096	0.002	0.014035132	0.003012266	0.02147509	0.000305556	0.00115189	0.999694444	0.00115189	0.105625	0.303636228
MaAsLin2	50	100	mix	1	0.988912088	0.00051895	0.0075	0.078897873	0.001	0.009974843	0.001742424	0.017396993	0.000111111	0.000522465	0.999888889	0.000522465	0.0525	0.220765571
Wilcox	50	100	mix	1	0.988978022	0.000244111	0.005	0.070710678	5.00E-04	0.007071068	0.000909091	0.012856487	3.89E-05	0.000233055	0.999961111	0.000233055	0.03	0.171015295
ZicoSeq	50	100	mix	1	0.989010989	0	0	0	0	0	0	0	0	0	1	0	0	0
ALDEx2_wi	50	100	mix	10	0.983769231	0.002977965	0.11532128	0.155804531	0.067	0.077725196	0.080027913	0.090416164	0.006044444	0.002937908	0.993955556	0.002937908	0.88467872	0.155804531
Corncob	50	100	mix	10	0.982252747	0.004816844	0.112656298	0.137512791	0.0885	0.095726526	0.090872827	0.093326229	0.007816667	0.00517619	0.992183333	0.00517619	0.882343702	0.15092231
DACOMP	50	100	mix	10	0.983368132	0.002369661	0.115444444	0.124293752	0.0745	0.080199187	0.08899176	0.09434309	0.006533333	0.00195983	0.993466667	0.00195983	0.879555556	0.138883732
DESeq2	50	100	mix	10	0.975945055	0.004873255	0.103732931	0.075698996	0.154	0.110203102	0.121267415	0.085063983	0.014922222	0.004968428	0.985077778	0.004968428	0.896267069	0.075698996
fastANCOM	50	100	mix	10	0.983791209	0.002380067	0.113996212	0.141605724	0.07	0.080824893	0.083942981	0.09512805	0.006055556	0.002153459	0.993944444	0.002153459	0.886003788	0.141605724
LEfSe	50	100	mix	10	0.980043956	0.006085545	0.104328426	0.102781644	0.1115	0.109900595	0.099341702	0.089079485	0.010305556	0.006696321	0.989694444	0.006696321	0.895671574	0.102781644
limma_voom	50	100	mix	10	0.981324176	0.002934422	0.108350726	0.107332835	0.097	0.097150352	0.10019218	0.096736419	0.00885	0.002685809	0.99115	0.002685809	0.891649274	0.107332835
LinDA	50	100	mix	10	0.980510989	0.003708972	0.104560621	0.096502795	0.102	0.092405051	0.10060697	0.089126707	0.009727778	0.0036969	0.990272222	0.0036969	0.895439379	0.096502795
